ID_BOW,Numero_Protocolo,Empresa_Responsable,Nombre_Especimen,Investigador_Asignado,Sede_Contencion,Tipo_BOW,Cepa_Origen,Nivel_Peligro,Tipo_Contencion,Estado_Especimen,Unidades_Stock,Unidades_Activas,Unidades_Cuarentena,Unidades_Eliminadas,Peso_Promedio_kg,Altura_Promedio_m,Fecha_Creacion,Fecha_Ultimo_Reporte,Dias_En_Inventario,Comportamiento_Primario,Tasa_Mutacion_Pct,Estabilidad_Genetica_Pct,Tasa_Mortalidad_Contencion_Pct,Tasa_Fuga_Historica_Pct,Incidente_Fuga_Mas_Reciente,Bajas_Personal_Causadas,Tasa_Neutralizacion_Pct,Protocolo_Terminacion,Estado_Regulatorio,Aprobacion_Comite_Bioseguridad,Presupuesto_Mantenimiento_USD,Costo_Por_Unidad_USD,Estado_Publicacion_Interna,Clasificacion_Documental,Patentes_Bio_Aplicadas,Potencial_Armamento,Entorno_Operacion,Region_Geografica,Numero_Instalaciones,Socio_Externo_CRO,Puntuacion_Contencion,Incidentes_Protocolo,Cumplimiento_Bioseguridad_Pct,Tasa_Retencion_Especimenes_Pct,Tiempo_Desarrollo_Dias,Año_Creacion,Mes_Creacion,Trimestre_Creacion,Estado_Proyecto
BOW-1033-2536,UC-BOW-817-2005,Terrasave Biotecnología,Shark-Man,Dra. Monica Stevens,Laboratorio Submarina Calcos,Hunter,Cepa NE-α,NIVEL-1 Mínimo,Tanque Criogénico,Clasificado,14,3,2,18,595.3,2.58,2008-09-13,2012-06-11,1367,Obediente (Verbal),28.2,67.9,36.2,24.4,Sin Registro,3,52.5,Gas VX-7,En Revisión Comité,Rechazado,1032749,99970,Archivado TS,SECRETO,2,Medio,Tropical,África Sub-Sahariana,7,Classified Partner,96.5,4,83.3,70.5,3176,2008,9,Q3,Activo
BOW-3090-2537,UC-BOW-765-2011,Corporación Umbrella,T-A.L.O.S,Dr. James Marcus,Laboratorio Móvil Contenedor BX-12,Experimental,T-Veronica,NIVEL-2 Bajo,Celda Reforzada T-Metal,Eliminado,31,27,4,1,726.6,1.72,2021-05-20,2026-03-01,1746,Reactivo Movimiento,54.4,45.7,28.1,24.6,Sin Registro,95,85.8,Gas VX-7,Archivado,Suspendido,2174595,263268,Archivado TS,SECRETO,6,Uso Inmediato,Subterráneo,América del Sur,5,Laboratorios Kendo,84.9,15,93.2,52.4,2296,2021,5,Q2,Suspendido
BOW-3539-2538,UC-BOW-558-2005,Corporación Umbrella,Oscuro (Tyrant Experimental),Dra. Elena Kravchenko,Complejo de Entrenamiento Umbrella,Animal Mutado,Cepa NE-α,NIVEL-1 Mínimo,Túnel Subterráneo Sellado,Fugado,30,2,3,12,195.5,1.52,2019-12-31,2021-02-10,407,No Responsivo,11.6,86.0,9.8,17.3,2020-11-06 00:00:00,27,58.9,Explosivo C4 Interno,Archivado,Pendiente,4207577,187373,No Publicado,ULTRA SECRETO,0,Medio,Tropical,América del Norte,5,Sin Socio,93.3,5,76.3,50.8,2367,2019,12,Q4,Suspendido
BOW-8313-2539,UC-BOW-137-2022,WilPharma Corp.,Hunter Gamma,Dr. Viktor Drachev,Instalación de Ciudad Flotante Terragrigia,Tyrant,Mutación Natural,NIVEL-6 EXTINCIÓN,Contenedor Sellado T-Rojo,Cuarentena,25,0,15,30,614.5,4.2,2006-04-01,2006-09-16,168,No Responsivo,17.0,80.1,30.8,19.3,Sin Registro,12,90.2,Protocolo NEMESIS,Activo en Base de Datos,Clasificado,3816635,416234,Clasificado Interno,ULTRA SECRETO,1,Medio,Montañoso,África Sub-Sahariana,12,Sin Socio,63.9,17,64.7,99.7,2234,2006,4,Q2,Cerrado
BOW-4964-2540,UC-BOW-428-2020,Industrias Uroboros,Hunter Alpha,Dr. Albert Wesker,Base Antártica Umbrella,Hunter,Virus-C,NIVEL-6 EXTINCIÓN,Cápsula de Gas Paralizante,Clasificado,1,0,0,18,60.7,2.18,2019-11-24,2020-05-28,186,Agresivo,23.5,78.9,25.0,1.8,Sin Registro,46,68.1,Gas VX-7,Archivado,Clasificado,641669,139751,Clasificado Interno,ULTRA SECRETO,3,Alto,Ártico,Europa del Este,1,Classified Partner,72.6,1,80.1,60.3,3099,2019,11,Q4,Archivado
BOW-4180-2541,UC-BOW-381-2013,Corporación Umbrella,Ivy (Planta Zombie),Dr. Richard Aiken,Base de Investigación Rockfort,Experimental,Cepa NE-α,NIVEL-4 Alto,Bóveda Magnética,Cuarentena,26,24,1,21,575.0,3.1,2019-01-25,2020-06-20,512,Semi-Controlado,33.4,69.6,22.1,10.7,2022-09-03 00:00:00,39,70.4,Protocolo NEMESIS,En Revisión Comité,Clasificado,1164029,234224,Restringido,ULTRA SECRETO,3,Bajo,Tropical,América del Sur,5,Laboratorios Kendo,96.2,3,66.2,71.7,3401,2019,1,Q1,Suspendido
BOW-6120-2542,UC-BOW-788-2021,División BioWeapon BSAA,Super Tyrant,Dr. Lance Hall,Laboratorio Móvil Contenedor BX-12,Experimental,Uroboros,NIVEL-6 EXTINCIÓN,Bóveda Magnética,Congelado Criónico,14,3,3,30,207.4,1.8,2013-11-03,2014-01-28,86,Semi-Controlado,55.8,45.9,39.9,0.4,Sin Registro,84,63.5,Auto-Destrucción Inducida,Activo en Base de Datos,Aprobado,2199580,365867,No Publicado,ULTRA SECRETO,6,En Evaluación,Bunker Sellado,Oriente Medio,10,BioResearch Corp.,42.3,14,90.5,84.9,764,2013,11,Q4,Cerrado
BOW-3281-2543,UC-BOW-938-2013,Industrias Uroboros,Espolón (Zombi Espinado),Dr. Alexander Ashford,Centro de Pruebas Arklay B3,Zombie,Progenitor Puro,NIVEL-2 Bajo,Celda Reforzada T-Metal,Clasificado,11,7,2,20,410.4,1.63,2008-11-18,2009-07-27,251,Agresivo,79.6,24.0,30.4,19.8,2017-04-15 00:00:00,93,72.6,Sin Protocolo Asignado,Activo en Base de Datos,Pendiente,1723371,408317,Archivado TS,RESERVADO,1,Medio,Subterráneo,Oriente Medio,12,Classified Partner,46.2,13,77.5,83.3,3375,2008,11,Q4,Cerrado
BOW-2596-2544,UC-BOW-489-2019,Laboratorios Veronica S.L.,Neme-Alpha Prototype,Dr. Cameron White,Plataforma Offshore LIN-01,Hunter,T-Abyss,NIVEL-4 Alto,Jaula Biométrica,Congelado Criónico,2,2,0,19,527.8,3.34,2020-12-24,2024-12-05,1442,Obediente (Verbal),39.9,60.9,27.5,12.1,2014-10-12 00:00:00,1,96.9,Gas VX-7,En Revisión Comité,Pendiente,3541381,247488,Restringido,SECRETO,1,Uso Inmediato,Ártico,América del Norte,11,Classified Partner,97.8,17,90.4,77.3,1345,2020,12,Q4,Suspendido
BOW-4213-2545,UC-BOW-851-2020,WilPharma Corp.,Licker R,Dr. Morpheus DuVall,Torre Umbrella - Ciudad Isla,Licker,Virus-C,NIVEL-6 EXTINCIÓN,Tanque Criogénico,Congelado Criónico,15,7,2,25,607.5,3.61,2014-05-12,2015-01-12,245,Semi-Controlado,42.6,57.6,4.9,16.9,Sin Registro,97,35.3,Sin Protocolo Asignado,Clasificado TS/SCI,Rechazado,4261919,265358,Restringido,SECRETO,5,Alto,Ártico,Oriente Medio,5,Umbrella-EU,77.6,17,70.6,93.8,1053,2014,5,Q2,Cerrado
BOW-4403-2546,UC-BOW-554-2022,Laboratorios Veronica S.L.,Zombie Corredor,Dr. William Birkin,Torre Umbrella - Ciudad Isla,Experimental,T-Veronica,NIVEL-4 Alto,Túnel Subterráneo Sellado,Clasificado,28,14,10,28,143.4,3.41,2021-09-11,2025-07-01,1389,No Responsivo,23.3,74.2,34.4,10.5,Sin Registro,7,77.4,Protocolo NEMESIS,Archivado,Rechazado,986800,10122,Restringido,SECRETO,7,Medio,Montañoso,Oriente Medio,4,Sin Socio,45.3,2,91.9,92.1,2879,2021,9,Q3,Cerrado
BOW-6655-2547,UC-BOW-428-2006,Blue Umbrella Ltda.,Tyrant Nemesis T-Type,Dr. Richard Aiken,Complejo de Entrenamiento Umbrella,Experimental,T-Veronica,NIVEL-5 Crítico,Cápsula de Gas Paralizante,Clasificado,39,7,30,25,775.3,3.52,2007-08-27,2010-02-03,891,Reactivo Calor,24.6,76.3,21.4,6.0,Sin Registro,51,86.3,Sin Protocolo Asignado,Activo en Base de Datos,Suspendido,3964916,367430,Archivado TS,ULTRA SECRETO,1,Medio,Urbano,África Sub-Sahariana,12,Classified Partner,56.3,3,63.2,81.3,2527,2007,8,Q3,Activo
BOW-7725-2548,UC-BOW-583-2005,WilPharma Corp.,Cerebros,Dr. Morpheus DuVall,Instalación Africana Kijuju,Hunter,Virus-T,NIVEL-3 Moderado,Jaula Biométrica,Congelado Criónico,3,2,1,14,128.7,4.23,2022-12-30,2025-05-19,871,Obediente (Verbal),77.0,24.2,7.0,22.7,2011-05-23 00:00:00,117,79.5,Explosivo C4 Interno,Archivado,Pendiente,2842015,365245,Clasificado Interno,CONFIDENCIAL,6,En Evaluación,Bunker Sellado,América del Norte,12,Sin Socio,45.6,10,86.7,96.1,1065,2022,12,Q4,Cerrado
BOW-9151-2549,UC-BOW-755-2008,Corporación Umbrella,Hunter Gamma,Dr. Rodrigo Juan Raval,Instalación Africana Kijuju,Licker,T-Abyss,NIVEL-2 Bajo,Celda Reforzada T-Metal,En Pruebas,40,25,3,6,463.7,3.43,2021-03-21,2024-09-29,1288,Agresivo,25.6,74.0,7.2,5.0,Sin Registro,108,32.7,Protocolo Tyrant-Kill,Activo en Base de Datos,Aprobado,4539095,212986,Restringido,RESERVADO,4,En Evaluación,Montañoso,América del Sur,10,BioResearch Corp.,69.8,4,70.6,82.3,2883,2021,3,Q1,Archivado
BOW-2723-2550,UC-BOW-988-2022,Industrias Uroboros,Cerbero,Dr. Albert Wesker,Mansión Spencer - Arklay,Planta Mutada,Mutación Natural,NIVEL-2 Bajo,Bóveda Magnética,Congelado Criónico,36,6,16,11,344.1,1.88,2020-08-29,2024-09-09,1472,Agresivo,74.3,24.6,2.1,23.6,2010-01-05 00:00:00,95,78.1,Gas VX-7,Expediente Destruido,Aprobado,2215741,385853,Archivado TS,SECRETO,6,Uso Inmediato,Tropical,Oriente Medio,10,Laboratorios Kendo,56.6,5,66.1,50.8,1885,2020,8,Q3,Suspendido
BOW-2779-2551,UC-BOW-935-2021,Corporación Umbrella,Licker Delta,Dra. Elena Kravchenko,Centro de Pruebas Arklay B3,Experimental,Virus-G,NIVEL-4 Alto,Tanque Criogénico,Congelado Criónico,17,16,0,18,249.7,4.07,2017-08-06,2020-10-06,1157,No Responsivo,68.1,27.1,8.6,11.6,Sin Registro,18,89.0,Protocolo NEMESIS,Archivado,Suspendido,1779154,475609,Clasificado Interno,ULTRA SECRETO,2,Bajo,Montañoso,América del Norte,2,Sin Socio,86.7,10,67.9,74.7,2045,2017,8,Q3,Activo
BOW-6774-2552,UC-BOW-731-2016,Corporación Umbrella,Neptune Alfa,Dr. Oswell Spencer,Base de Investigación Rockfort,Hunter,Virus-T,NIVEL-6 EXTINCIÓN,Bóveda Magnética,Clasificado,49,39,2,1,665.6,2.33,2009-02-17,2010-11-21,642,Semi-Controlado,69.0,31.1,12.8,8.5,2020-06-11 00:00:00,3,69.9,Sin Protocolo Asignado,En Revisión Comité,Rechazado,4207487,297295,Restringido,SECRETO,1,En Evaluación,Tropical,América del Norte,1,Classified Partner,53.6,7,80.3,98.8,2669,2009,2,Q1,Activo
BOW-4411-2553,UC-BOW-813-2012,Laboratorios Veronica S.L.,Licker Beta,Dr. William Birkin,Centro de Pruebas Arklay B3,Zombie,Virus-T,NIVEL-3 Moderado,Contenedor Sellado T-Rojo,Cuarentena,50,35,7,15,85.6,3.1,2010-05-07,2011-09-30,511,Reactivo Calor,16.2,80.8,19.5,1.0,2016-06-24 00:00:00,93,65.2,Crioablación,Archivado,Rechazado,251512,361796,Archivado TS,ULTRA SECRETO,6,Bajo,Montañoso,Oriente Medio,3,Sin Socio,68.7,11,83.1,74.5,400,2010,5,Q2,En Revisión
BOW-8607-2554,UC-BOW-974-2009,División BioWeapon BSAA,Boa Constrictora Mutante,Dr. William Birkin,Laboratorio Subterráneo Antartica-B,Tyrant,T-Veronica,NIVEL-4 Alto,Bóveda Magnética,Degradado,49,31,0,28,652.8,4.03,2007-04-15,2008-04-28,379,Agresivo,20.1,83.2,5.7,17.0,2024-07-19 00:00:00,104,64.9,Explosivo C4 Interno,Activo en Base de Datos,Clasificado,2469476,456817,Clasificado Interno,RESERVADO,2,En Evaluación,Ártico,Asia-Pacífico,6,Umbrella-EU,44.8,16,97.4,64.2,931,2007,4,Q2,Activo
BOW-2152-2555,UC-BOW-162-2019,Fundación Spencer,Tyrant T-103,Dr. Lance Hall,Laboratorio Submarina Calcos,Experimental,Virus-C,NIVEL-3 Moderado,Túnel Subterráneo Sellado,Cuarentena,11,8,1,19,763.1,4.13,2009-05-29,2010-10-11,500,Semi-Controlado,12.9,89.4,25.0,15.7,2011-12-05 00:00:00,125,37.0,Sin Protocolo Asignado,Clasificado TS/SCI,Pendiente,1452814,57174,Restringido,RESERVADO,4,Medio,Bunker Sellado,Asia-Pacífico,6,Classified Partner,94.3,16,65.8,92.6,3139,2009,5,Q2,Activo
BOW-3552-2556,UC-BOW-233-2009,Corporación Umbrella,Cerebros,Dr. Cameron White,Mansión Spencer - Arklay,Animal Mutado,Uroboros,NIVEL-6 EXTINCIÓN,Cápsula de Gas Paralizante,Eliminado,32,14,8,6,798.3,2.35,2021-07-04,2025-04-04,1370,Reactivo Movimiento,90.9,6.4,19.6,21.0,2023-02-16 00:00:00,26,86.9,Sin Protocolo Asignado,En Revisión Comité,Rechazado,1195772,290314,Clasificado Interno,SECRETO,5,Alto,Acuático,Asia-Pacífico,9,Sin Socio,47.5,14,93.9,87.4,1151,2021,7,Q3,Activo
BOW-7975-2557,UC-BOW-388-2012,Industrias Uroboros,Zombie Estándar,Dr. Richard Aiken,Complejo Subterráneo NEST-2,Tyrant,Progenitor Puro,NIVEL-6 EXTINCIÓN,Celda Reforzada T-Metal,Congelado Criónico,28,25,0,13,124.6,2.3,2018-10-28,2023-07-05,1711,Obediente (Verbal),50.0,46.9,17.5,11.5,2024-06-05 00:00:00,110,66.8,Auto-Destrucción Inducida,Clasificado TS/SCI,Clasificado,3369573,20815,Clasificado Interno,CONFIDENCIAL,2,Uso Inmediato,Acuático,América del Sur,10,Classified Partner,64.6,7,85.5,87.6,200,2018,10,Q4,Archivado
BOW-4748-2558,UC-BOW-523-2011,Laboratorios Veronica S.L.,T-A.L.O.S,Dra. Monica Stevens,Complejo de Entrenamiento Umbrella,G-Type,T-Veronica,NIVEL-1 Mínimo,Celda Reforzada T-Metal,Degradado,2,1,0,8,344.3,1.84,2017-08-02,2021-06-24,1422,Reactivo Calor,75.2,23.4,1.9,16.8,Sin Registro,17,81.1,Gas VX-7,Expediente Destruido,Suspendido,3591397,103964,No Publicado,RESERVADO,7,Uso Inmediato,Montañoso,Europa del Este,9,Laboratorios Kendo,79.6,9,64.8,64.3,2110,2017,8,Q3,Activo
BOW-5098-2559,UC-BOW-400-2011,Laboratorios Veronica S.L.,Ivy (Planta Zombie),Dr. Richard Aiken,Laboratorio Submarina Calcos,Planta Mutada,Cepa NE-α,NIVEL-2 Bajo,Jaula Biométrica,Clasificado,23,20,3,26,264.6,1.98,2014-03-11,2018-07-10,1582,Autónomo,11.5,85.4,6.5,13.4,2022-06-03 00:00:00,30,90.4,Protocolo NEMESIS,Activo en Base de Datos,Pendiente,4611558,421247,Restringido,ULTRA SECRETO,2,Medio,Acuático,Oriente Medio,1,Sin Socio,71.7,19,73.1,67.8,3343,2014,3,Q1,Archivado
BOW-5241-2560,UC-BOW-299-2023,Industrias Uroboros,Tyrant Nemesis T-Type,Dr. Alexander Ashford,Complejo de Entrenamiento Umbrella,Tyrant,Virus-C,NIVEL-2 Bajo,Contenedor Sellado T-Rojo,Clasificado,5,3,1,26,214.1,1.55,2023-01-27,2025-03-09,772,No Responsivo,66.1,36.7,26.5,9.0,Sin Registro,98,68.1,Protocolo NEMESIS,Archivado,Pendiente,1776213,357559,Restringido,ULTRA SECRETO,3,Alto,Montañoso,Oriente Medio,8,BioResearch Corp.,72.4,17,61.0,83.0,672,2023,1,Q1,Suspendido
BOW-2560-2561,UC-BOW-723-2007,Corporación Umbrella,Licker Beta,Dr. Morpheus DuVall,Centro de Pruebas Arklay B3,Experimental,Las Plagas,NIVEL-2 Bajo,Jaula Biométrica,En Pruebas,37,8,4,19,341.9,3.99,2016-06-04,2018-09-09,827,No Responsivo,19.4,82.3,37.6,6.2,2018-08-03 00:00:00,65,63.1,Sin Protocolo Asignado,En Revisión Comité,Pendiente,2125467,335959,Restringido,CONFIDENCIAL,2,Uso Inmediato,Acuático,América del Norte,1,Classified Partner,71.3,15,87.4,80.5,1914,2016,6,Q2,En Revisión
BOW-9681-2562,UC-BOW-785-2005,Fundación Spencer,Tyrant Nemesis T-Type,Dr. James Marcus,Plataforma Offshore LIN-01,Licker,Virus-G,NIVEL-2 Bajo,Bóveda Magnética,Activo,31,23,2,26,757.0,3.32,2009-02-28,2009-03-17,17,No Responsivo,34.4,67.8,10.0,9.9,2019-04-21 00:00:00,100,41.3,Explosivo C4 Interno,Activo en Base de Datos,Suspendido,1997193,361171,No Publicado,RESERVADO,0,Alto,Montañoso,Oriente Medio,4,Sin Socio,54.0,11,66.3,83.3,2041,2009,2,Q1,Suspendido
BOW-8893-2563,UC-BOW-446-2012,Fundación Spencer,Boa Constrictora Mutante,Dr. Alexander Ashford,Base Antártica Umbrella,Planta Mutada,Virus-G,NIVEL-1 Mínimo,Tanque Criogénico,Activo,28,8,19,6,456.1,2.4,2011-03-15,2012-04-04,386,Reactivo Movimiento,56.3,45.1,2.6,5.6,Sin Registro,97,65.9,Auto-Destrucción Inducida,Archivado,Pendiente,789382,29956,Archivado TS,SECRETO,8,Bajo,Tropical,Asia-Pacífico,2,BioResearch Corp.,78.5,19,60.9,67.6,269,2011,3,Q1,Activo
BOW-1960-2564,UC-BOW-712-2015,División BioWeapon BSAA,Licker R,Dr. William Birkin,Laboratorio Subterráneo Antartica-B,Zombie,Las Plagas,NIVEL-6 EXTINCIÓN,Contenedor Sellado T-Rojo,Congelado Criónico,41,38,2,17,355.3,4.49,2012-07-03,2017-02-26,1699,Autónomo,59.5,41.8,21.0,10.9,Sin Registro,44,49.4,Explosivo C4 Interno,Activo en Base de Datos,Pendiente,4245021,28137,Restringido,RESERVADO,6,Uso Inmediato,Acuático,Oriente Medio,1,Sin Socio,70.7,9,96.3,62.7,903,2012,7,Q3,Archivado
BOW-5690-2565,UC-BOW-809-2016,Industrias Uroboros,T-A.L.O.S,Dra. Alexia Ashford,Instalación NEST - Raccoon City,Zombie,Progenitor Puro,NIVEL-3 Moderado,Celda Reforzada T-Metal,Activo,18,16,0,0,153.7,4.04,2021-10-05,2022-12-18,439,Reactivo Movimiento,25.1,71.0,13.4,17.2,2012-12-23 00:00:00,131,35.5,Crioablación,Activo en Base de Datos,Clasificado,4675648,480811,No Publicado,SECRETO,8,Medio,Urbano,Oriente Medio,11,Laboratorios Kendo,86.2,6,65.6,96.1,2758,2021,10,Q4,Activo
BOW-3420-2566,UC-BOW-641-2022,Industrias Uroboros,Palanca (Zombie Intestinado),Dr. Richard Aiken,Centro de Pruebas Arklay B3,Hunter,Virus-C,NIVEL-5 Crítico,Contenedor Sellado T-Rojo,Degradado,2,2,0,11,470.8,3.32,2017-12-01,2018-04-30,150,Semi-Controlado,21.8,82.4,22.4,18.8,2020-11-13 00:00:00,40,59.0,Crioablación,Activo en Base de Datos,Clasificado,1367216,61718,Restringido,CONFIDENCIAL,1,Medio,Bunker Sellado,América del Sur,12,BioResearch Corp.,81.3,7,64.9,50.4,3596,2017,12,Q4,Archivado
BOW-9826-2567,UC-BOW-266-2011,Laboratorios Veronica S.L.,Enredadera Raíz,Dra. Alexia Ashford,Base de Investigación Rockfort,Licker,Progenitor Puro,NIVEL-6 EXTINCIÓN,Contenedor Sellado T-Rojo,Clasificado,28,22,4,20,736.3,3.92,2011-06-17,2013-10-09,845,Obediente (Verbal),35.7,66.4,37.5,17.8,Sin Registro,144,75.0,Gas VX-7,Archivado,Aprobado,4235911,489247,Archivado TS,ULTRA SECRETO,6,Uso Inmediato,Acuático,África Sub-Sahariana,2,Umbrella-EU,74.4,1,71.4,75.5,2325,2011,6,Q2,En Revisión
BOW-1422-2568,UC-BOW-160-2018,Laboratorios Veronica S.L.,Neme-Alpha Prototype,Dr. Oswell Spencer,Centro de Pruebas Arklay B3,Animal Mutado,Las Plagas,NIVEL-5 Crítico,Contenedor Sellado T-Rojo,Cuarentena,9,1,1,5,499.7,3.93,2013-03-26,2016-12-22,1367,Autónomo,60.7,37.4,8.2,8.7,Sin Registro,101,83.3,Protocolo NEMESIS,Expediente Destruido,Pendiente,3557012,196796,Clasificado Interno,ULTRA SECRETO,6,Medio,Tropical,Oriente Medio,11,Umbrella-EU,84.1,7,62.7,81.4,3208,2013,3,Q1,Archivado
BOW-3222-2569,UC-BOW-782-2011,Terrasave Biotecnología,Neme-Alpha Prototype,Dr. Richard Aiken,Base Antártica Umbrella,Experimental,T-Veronica,NIVEL-4 Alto,Túnel Subterráneo Sellado,Fugado,30,22,0,17,573.9,3.6,2022-02-20,2023-10-30,617,Semi-Controlado,14.3,87.5,14.3,12.7,Sin Registro,87,67.4,Sin Protocolo Asignado,En Revisión Comité,Clasificado,1839236,423020,Clasificado Interno,RESERVADO,3,Alto,Tropical,América del Norte,2,Classified Partner,98.8,2,69.0,65.1,1872,2022,2,Q1,Archivado
BOW-8023-2570,UC-BOW-157-2010,División BioWeapon BSAA,Enredadera Raíz,Dr. Morpheus DuVall,Centro de Pruebas Arklay B3,Hunter,Virus-C,NIVEL-1 Mínimo,Contenedor Sellado T-Rojo,Cuarentena,1,0,0,13,493.4,2.24,2020-03-14,2025-02-13,1797,Reactivo Movimiento,61.1,34.8,13.6,20.5,Sin Registro,59,85.5,Auto-Destrucción Inducida,Clasificado TS/SCI,Pendiente,3319444,181808,Clasificado Interno,SECRETO,1,Uso Inmediato,Bunker Sellado,Europa del Este,9,Laboratorios Kendo,50.7,17,86.4,77.1,391,2020,3,Q1,En Revisión
BOW-5283-2571,UC-BOW-462-2020,Industrias Uroboros,Superviviente Mutado,Dr. Cameron White,Base de Investigación Rockfort,G-Type,Progenitor Puro,NIVEL-6 EXTINCIÓN,Celda Reforzada T-Metal,Activo,35,0,9,9,550.2,2.05,2023-03-31,2026-07-23,1210,Obediente (Verbal),54.7,45.5,37.0,20.9,Sin Registro,4,67.3,Explosivo C4 Interno,En Revisión Comité,Aprobado,4105700,421653,Archivado TS,CONFIDENCIAL,5,Bajo,Ártico,África Sub-Sahariana,8,Classified Partner,55.2,0,95.6,78.5,186,2023,3,Q1,Archivado
BOW-6892-2572,UC-BOW-542-2016,WilPharma Corp.,Lisa Trevor (Sujeto 13),Dr. William Birkin,Complejo de Entrenamiento Umbrella,Hunter,Mutación Natural,NIVEL-4 Alto,Túnel Subterráneo Sellado,Cuarentena,40,23,9,20,673.2,1.78,2005-03-23,2009-11-09,1692,No Responsivo,31.2,66.9,37.1,21.0,Sin Registro,31,43.3,Protocolo NEMESIS,Activo en Base de Datos,Suspendido,4518980,464265,Clasificado Interno,CONFIDENCIAL,2,Uso Inmediato,Ártico,Oriente Medio,9,Sin Socio,86.8,5,65.0,82.2,3105,2005,3,Q1,Archivado
BOW-2023-2573,UC-BOW-818-2009,División BioWeapon BSAA,G-Adulto Fase 5,Dr. Albert Wesker,Instalación NEST - Raccoon City,Hunter,Mutación Natural,NIVEL-5 Crítico,Contenedor Sellado T-Rojo,Eliminado,18,1,4,15,765.1,2.4,2019-08-12,2021-08-15,734,Agresivo,47.4,48.9,34.8,12.7,2021-01-17 00:00:00,138,59.2,Auto-Destrucción Inducida,Archivado,Clasificado,3324267,346556,Restringido,RESERVADO,4,Bajo,Tropical,Oriente Medio,10,Umbrella-EU,96.1,8,96.1,89.4,3137,2019,8,Q3,Suspendido
BOW-5939-2574,UC-BOW-776-2009,Laboratorios Veronica S.L.,Alexia Ashford Forma 1,Dr. Viktor Drachev,Instalación NEST - Raccoon City,Zombie,Virus-G,NIVEL-6 EXTINCIÓN,Tanque Criogénico,Congelado Criónico,26,0,16,19,80.9,3.57,2015-08-22,2016-04-16,238,Agresivo,6.8,96.2,18.9,18.8,Sin Registro,0,61.2,Sin Protocolo Asignado,Expediente Destruido,Aprobado,2215864,371910,Clasificado Interno,RESERVADO,8,Bajo,Urbano,África Sub-Sahariana,1,Umbrella-EU,40.0,19,89.3,97.0,3580,2015,8,Q3,Suspendido
BOW-3665-2575,UC-BOW-268-2014,Corporación Umbrella,Tyrant Nemesis T-Type,Dr. Rodrigo Juan Raval,Instalación Agricultora Sheena Island,Zombie,Uroboros,NIVEL-2 Bajo,Tanque Criogénico,En Pruebas,16,13,2,18,404.0,2.39,2013-01-09,2014-05-14,490,Reactivo Calor,55.0,46.2,16.1,17.3,Sin Registro,60,70.4,Protocolo Tyrant-Kill,En Revisión Comité,Rechazado,2076355,288778,Restringido,RESERVADO,6,Bajo,Ártico,Europa del Este,2,BioResearch Corp.,77.1,18,85.2,95.7,3445,2013,1,Q1,En Revisión
BOW-7885-2576,UC-BOW-182-2009,Blue Umbrella Ltda.,Araña Gigante,Dra. Alexia Ashford,Mansión Spencer - Arklay,Tyrant,T-Veronica,NIVEL-5 Crítico,Bóveda Magnética,Fugado,31,16,0,4,602.1,2.65,2012-04-21,2012-08-20,121,Autónomo,71.3,29.9,14.5,2.0,2019-04-02 00:00:00,42,77.7,Protocolo Tyrant-Kill,En Revisión Comité,Aprobado,1161969,243861,Archivado TS,CONFIDENCIAL,8,Bajo,Urbano,América del Norte,11,Classified Partner,71.3,8,64.5,95.6,3188,2012,4,Q2,Activo
BOW-4115-2577,UC-BOW-606-2012,Blue Umbrella Ltda.,Zombie Corredor,Dr. Alexander Ashford,Torre Umbrella - Ciudad Isla,Animal Mutado,Las Plagas,NIVEL-2 Bajo,Cápsula de Gas Paralizante,Degradado,39,36,3,18,460.4,3.64,2010-02-22,2012-07-23,882,Agresivo,7.6,90.0,28.7,10.7,Sin Registro,97,79.1,Protocolo Tyrant-Kill,Expediente Destruido,Pendiente,3365514,196161,Clasificado Interno,RESERVADO,8,Medio,Subterráneo,África Sub-Sahariana,11,Laboratorios Kendo,51.4,10,97.4,58.0,2852,2010,2,Q1,Suspendido
BOW-8784-2578,UC-BOW-366-2022,Corporación Umbrella,Zombie Acuático,Dr. Viktor Drachev,Instalación Africana Kijuju,Animal Mutado,Progenitor Puro,NIVEL-1 Mínimo,Bóveda Magnética,Activo,10,5,4,3,359.1,1.72,2023-08-15,2025-05-16,640,Reactivo Calor,35.0,67.1,36.3,5.0,Sin Registro,57,50.3,Auto-Destrucción Inducida,Activo en Base de Datos,Suspendido,4859828,359476,Restringido,RESERVADO,8,Uso Inmediato,Ártico,Oriente Medio,3,Classified Partner,43.8,16,98.2,62.9,3537,2023,8,Q3,Suspendido
BOW-1351-2579,UC-BOW-748-2023,Fundación Spencer,Hunter Gamma,Dr. Albert Wesker,Base Antártica Umbrella,G-Type,Mutación Natural,NIVEL-2 Bajo,Cápsula de Gas Paralizante,Cuarentena,49,9,29,14,643.0,1.93,2013-08-15,2015-10-10,786,Obediente (Verbal),18.1,82.0,11.6,22.6,2012-06-10 00:00:00,143,77.1,Explosivo C4 Interno,Archivado,Rechazado,2492179,188395,Restringido,RESERVADO,5,Uso Inmediato,Bunker Sellado,Europa del Este,9,Umbrella-EU,41.9,17,78.2,83.6,2087,2013,8,Q3,En Revisión
