ID_Transaccion,Fecha_Venta,Año,Mes,Trimestre,Producto,Categoria,Presentacion,Lote_ID,Fecha_Vencimiento,Proveedor,Ciudad,Region,Canal_Venta,Metodo_Pago,Estado_Pedido,Cantidad,Precio_Unitario_USD,Subtotal_USD,Descuento_Pct,Monto_Descuento_USD,Total_Neto_USD,IVA_19pct_USD,Total_Con_IVA_USD
TRX-001947,2023-02-21,2023,2,Q1,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-76293,2025-01-19,GenTech Medical,Terragrigia,South,Distribuidor,Efectivo,Entregado,200,7.28,1456.0,0.0,0.0,1456.0,276.64,1732.64
TRX-001948,2023-02-22,2023,2,Q1,ViraCure X,Antiviral,Tableta,LOTE-30424,2025-02-17,GenTech Medical,Tall Oaks,East,Clínica Privada,Crédito,Devuelto,25,21.62,540.5,0.0,0.0,540.5,102.7,643.2
TRX-001949,2023-02-22,2023,2,Q1,CalmEase 10mg,Sedante,Tableta,LOTE-50724,2025-02-05,Umbrella Pharma S.A.,Harvardville,East,Online,Transferencia,Cancelado,466,8.71,4058.86,0.1,405.89,3652.97,694.06,4347.03
TRX-001950,2023-02-22,2023,2,Q1,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-49773,2025-03-22,Farmacéutica Arklay,Tall Oaks,East,Clínica Privada,Transferencia,Cancelado,89,127.37,11335.93,0.0,0.0,11335.93,2153.83,13489.76
TRX-001951,2023-02-22,2023,2,Q1,NecroCide Gel,Topico,Gel,LOTE-62329,2024-05-20,BioHazard Supplies,Lanshiang,Asia,Online,Efectivo,Entregado,268,11.3,3028.4,0.0,0.0,3028.4,575.4,3603.8
TRX-001952,2023-02-22,2023,2,Q1,AntibioMax 500,Antibiotico,Capsula,LOTE-66484,2025-09-14,Tricell Biomedical,Tall Oaks,East,Online,Transferencia,Entregado,143,13.02,1861.86,0.0,0.0,1861.86,353.75,2215.61
TRX-001953,2023-02-23,2023,2,Q1,CellRegen,Regenerador,Ampolla,LOTE-61397,2024-09-12,Tricell Biomedical,Mixcoatl,South,Clínica Privada,Crédito,Entregado,59,92.91,5481.69,0.0,0.0,5481.69,1041.52,6523.21
TRX-001954,2023-02-23,2023,2,Q1,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-59451,2024-07-18,GenTech Medical,Lanshiang,Asia,Distribuidor,Transferencia,En tránsito,410,7.48,3066.8,0.15,460.02,2606.78,495.29,3102.07
TRX-001955,2023-02-23,2023,2,Q1,Aspirina 1000mg,Analgesico,Tableta,LOTE-89634,2025-05-08,WilPharma Corp,Raccoon City,Midwest,Clínica Privada,Transferencia,En tránsito,489,4.46,2180.94,0.1,218.09,1962.85,372.94,2335.79
TRX-001956,2023-02-23,2023,2,Q1,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-50449,2024-07-28,Spencer Labs,Edonia,Europe,Farmacia Minorista,Efectivo,Entregado,365,6.35,2317.75,0.15,347.66,1970.09,374.32,2344.41
TRX-001957,2023-02-25,2023,2,Q1,ThermoShield,Antipiretico,Jarabe,LOTE-83663,2024-05-25,BioHazard Supplies,Tall Oaks,East,Online,Cheque,Entregado,26,8.54,222.04,0.0,0.0,222.04,42.19,264.23
TRX-001958,2023-02-25,2023,2,Q1,Betaferon Plus,Inmunomodulador,Capsula,LOTE-39095,2024-09-24,Paraguas Distribuciones,Harvardville,East,Hospital Público,Efectivo,Devuelto,47,31.43,1477.21,0.0,0.0,1477.21,280.67,1757.88
TRX-001959,2023-02-25,2023,2,Q1,Neurovita Complex,Suplemento,Ampolla,LOTE-66548,2025-08-24,Umbrella Pharma S.A.,Tall Oaks,East,Online,Efectivo,Cancelado,288,15.98,4602.24,0.1,460.22,4142.02,786.98,4929.0
TRX-001960,2023-02-25,2023,2,Q1,ViraCure X,Antiviral,Tableta,LOTE-99690,2024-11-12,Farmacéutica Arklay,Edonia,Europe,Online,Transferencia,Entregado,266,23.94,6368.04,0.0,0.0,6368.04,1209.93,7577.97
TRX-001961,2023-02-25,2023,2,Q1,CalmEase 10mg,Sedante,Tableta,LOTE-10638,2024-06-29,Umbrella Pharma S.A.,Raccoon City,Midwest,Clínica Privada,Cheque,Entregado,16,9.38,150.08,0.05,7.5,142.58,27.09,169.67
TRX-001962,2023-02-25,2023,2,Q1,Aspirina 500mg,Analgesico,Tableta,LOTE-99129,2026-01-29,Umbrella Pharma S.A.,Harvardville,East,Farmacia Minorista,Crédito,Entregado,199,2.84,565.16,0.15,84.77,480.39,91.27,571.66
TRX-001963,2023-02-25,2023,2,Q1,ThermoShield,Antipiretico,Jarabe,LOTE-84064,2025-02-27,GenTech Medical,Terragrigia,South,Distribuidor,Crédito,Entregado,401,7.34,2943.34,0.05,147.17,2796.17,531.27,3327.44
TRX-001964,2023-02-26,2023,2,Q1,ThermoShield,Antipiretico,Jarabe,LOTE-93071,2025-02-12,Farmacéutica Arklay,Raccoon City,Midwest,Distribuidor,Cheque,Entregado,407,8.36,3402.52,0.05,170.13,3232.39,614.15,3846.54
TRX-001965,2023-02-26,2023,2,Q1,Neurovita Complex,Suplemento,Ampolla,LOTE-50540,2024-05-10,WilPharma Corp,Lanshiang,Asia,Hospital Público,Cheque,Entregado,282,13.99,3945.18,0.0,0.0,3945.18,749.58,4694.76
TRX-001966,2023-02-27,2023,2,Q1,ThermoShield,Antipiretico,Jarabe,LOTE-37572,2024-03-07,BioHazard Supplies,Arklay County,Midwest,Clínica Privada,Débito,Entregado,469,8.07,3784.83,0.0,0.0,3784.83,719.12,4503.95
TRX-001967,2023-02-28,2023,2,Q1,NecroCide Gel,Topico,Gel,LOTE-77900,2025-10-09,Umbrella Pharma S.A.,Edonia,Europe,Distribuidor,Cheque,Entregado,86,11.94,1026.84,0.0,0.0,1026.84,195.1,1221.94
TRX-001968,2023-02-28,2023,2,Q1,Neurovita Complex,Suplemento,Ampolla,LOTE-63539,2026-01-11,Civivan Laboratories,Lanshiang,Asia,Online,Cheque,Entregado,250,16.04,4010.0,0.15,601.5,3408.5,647.62,4056.12
TRX-001969,2023-02-28,2023,2,Q1,CalmEase 10mg,Sedante,Tableta,LOTE-76264,2025-02-22,Civivan Laboratories,Edonia,Europe,Clínica Privada,Transferencia,Cancelado,391,8.19,3202.29,0.15,480.34,2721.95,517.17,3239.12
TRX-001970,2023-02-28,2023,2,Q1,ViraCure X,Antiviral,Tableta,LOTE-30810,2024-12-03,Umbrella Pharma S.A.,Mixcoatl,South,Hospital Público,Efectivo,Entregado,270,24.6,6642.0,0.1,664.2,5977.8,1135.78,7113.58
TRX-001971,2023-02-28,2023,2,Q1,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-99427,2024-07-12,Spencer Labs,Terragrigia,South,Distribuidor,Crédito,Entregado,335,113.07,37878.45,0.0,0.0,37878.45,7196.91,45075.36
TRX-001972,2023-02-28,2023,2,Q1,CalmEase 10mg,Sedante,Tableta,LOTE-56659,2025-12-02,Umbrella Pharma S.A.,Mixcoatl,South,Online,Cheque,Devuelto,117,7.76,907.92,0.05,45.4,862.52,163.88,1026.4
TRX-001973,2023-02-28,2023,2,Q1,Aspirina 1000mg,Analgesico,Tableta,LOTE-12149,2025-03-04,Tricell Biomedical,Edonia,Europe,Online,Débito,Entregado,7,4.32,30.24,0.05,1.51,28.73,5.46,34.19
TRX-001974,2023-02-28,2023,2,Q1,Aspirina 500mg,Analgesico,Tableta,LOTE-79386,2024-07-21,GenTech Medical,Harvardville,East,Online,Transferencia,Entregado,137,2.55,349.35,0.05,17.47,331.88,63.06,394.94
TRX-001975,2023-02-28,2023,2,Q1,AntibioMax 500,Antibiotico,Capsula,LOTE-52857,2025-07-04,Tricell Biomedical,Harvardville,East,Farmacia Minorista,Débito,Entregado,371,15.57,5776.47,0.1,577.65,5198.82,987.78,6186.6
TRX-001976,2023-02-28,2023,2,Q1,Aspirina 500mg,Analgesico,Tableta,LOTE-53960,2025-02-09,BioHazard Supplies,Raccoon City,Midwest,Distribuidor,Débito,En tránsito,176,2.49,438.24,0.0,0.0,438.24,83.27,521.51
TRX-001977,2023-03-01,2023,3,Q1,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-85927,2024-03-06,Farmacéutica Arklay,Mixcoatl,South,Clínica Privada,Transferencia,Entregado,328,6.41,2102.48,0.1,210.25,1892.23,359.52,2251.75
TRX-001978,2023-03-01,2023,3,Q1,Neurovita Complex,Suplemento,Ampolla,LOTE-33693,2025-03-11,Farmacéutica Arklay,Harvardville,East,Online,Débito,Devuelto,498,16.64,8286.72,0.0,0.0,8286.72,1574.48,9861.2
TRX-001979,2023-03-01,2023,3,Q1,Neurovita Complex,Suplemento,Ampolla,LOTE-53803,2025-04-15,Spencer Labs,Lanshiang,Asia,Online,Transferencia,Entregado,315,15.56,4901.4,0.0,0.0,4901.4,931.27,5832.67
TRX-001980,2023-03-01,2023,3,Q1,OsseoFlex,Oseo,Tableta,LOTE-92996,2025-09-05,Spencer Labs,Harvardville,East,Farmacia Minorista,Efectivo,Entregado,215,17.05,3665.75,0.0,0.0,3665.75,696.49,4362.24
TRX-001981,2023-03-02,2023,3,Q1,ThermoShield,Antipiretico,Jarabe,LOTE-65990,2025-07-29,BioHazard Supplies,Raccoon City,Midwest,Clínica Privada,Transferencia,Devuelto,477,8.1,3863.7,0.0,0.0,3863.7,734.1,4597.8
TRX-001982,2023-03-02,2023,3,Q1,OsseoFlex,Oseo,Tableta,LOTE-31648,2025-12-14,Tricell Biomedical,Tall Oaks,East,Clínica Privada,Crédito,Devuelto,82,18.5,1517.0,0.05,75.85,1441.15,273.82,1714.97
TRX-001983,2023-03-02,2023,3,Q1,CalmEase 10mg,Sedante,Tableta,LOTE-84824,2024-05-03,Civivan Laboratories,Mixcoatl,South,Clínica Privada,Débito,Cancelado,223,8.93,1991.39,0.0,0.0,1991.39,378.36,2369.75
TRX-001984,2023-03-03,2023,3,Q1,Adravil 200mg,Antiinflamatorio,Capsula,LOTE-72485,2025-08-06,Spencer Labs,Raccoon City,Midwest,Farmacia Minorista,Cheque,Entregado,478,4.26,2036.28,0.05,101.81,1934.47,367.55,2302.02
TRX-001985,2023-03-04,2023,3,Q1,OsseoFlex,Oseo,Tableta,LOTE-34164,2024-12-08,GenTech Medical,Mixcoatl,South,Online,Débito,Entregado,372,19.93,7413.96,0.0,0.0,7413.96,1408.65,8822.61
TRX-001986,2023-03-04,2023,3,Q1,OsseoFlex,Oseo,Tableta,LOTE-59414,2025-12-25,Umbrella Pharma S.A.,Edonia,Europe,Hospital Público,Transferencia,Entregado,423,19.93,8430.39,0.1,843.04,7587.35,1441.6,9028.95
TRX-001987,2023-03-05,2023,3,Q1,CellRegen,Regenerador,Ampolla,LOTE-59849,2025-08-24,BioHazard Supplies,Mixcoatl,South,Online,Cheque,Entregado,483,102.35,49435.05,0.15,7415.26,42019.79,7983.76,50003.55
TRX-001988,2023-03-05,2023,3,Q1,Neurovita Complex,Suplemento,Ampolla,LOTE-84129,2024-08-27,Farmacéutica Arklay,Lanshiang,Asia,Distribuidor,Crédito,Entregado,402,13.9,5587.8,0.05,279.39,5308.41,1008.6,6317.01
TRX-001989,2023-03-06,2023,3,Q1,Betaferon Plus,Inmunomodulador,Capsula,LOTE-29181,2026-02-16,GenTech Medical,Raccoon City,Midwest,Farmacia Minorista,Transferencia,Cancelado,443,35.51,15730.93,0.0,0.0,15730.93,2988.88,18719.81
TRX-001990,2023-03-06,2023,3,Q1,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-37618,2024-03-18,GenTech Medical,Lanshiang,Asia,Clínica Privada,Efectivo,Entregado,490,7.26,3557.4,0.05,177.87,3379.53,642.11,4021.64
TRX-001991,2023-03-06,2023,3,Q1,CalmEase 10mg,Sedante,Tableta,LOTE-28710,2025-05-28,Tricell Biomedical,Raccoon City,Midwest,Hospital Público,Crédito,Entregado,103,9.13,940.39,0.0,0.0,940.39,178.67,1119.06
TRX-001992,2023-03-06,2023,3,Q1,CellRegen,Regenerador,Ampolla,LOTE-52912,2024-08-12,Spencer Labs,Arklay County,Midwest,Farmacia Minorista,Débito,Entregado,273,94.12,25694.76,0.15,3854.21,21840.55,4149.7,25990.25
TRX-001993,2023-03-06,2023,3,Q1,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-68710,2025-06-30,Tricell Biomedical,Harvardville,East,Farmacia Minorista,Transferencia,Cancelado,14,134.38,1881.32,0.15,282.2,1599.12,303.83,1902.95
TRX-001994,2023-03-07,2023,3,Q1,OsseoFlex,Oseo,Tableta,LOTE-30819,2024-05-18,Umbrella Pharma S.A.,Tall Oaks,East,Hospital Público,Crédito,Entregado,159,19.46,3094.14,0.05,154.71,2939.43,558.49,3497.92
TRX-001995,2023-03-07,2023,3,Q1,Aspirina 1000mg,Analgesico,Tableta,LOTE-73942,2024-08-07,Paraguas Distribuciones,Tall Oaks,East,Distribuidor,Transferencia,Entregado,152,3.71,563.92,0.1,56.39,507.53,96.43,603.96
TRX-001996,2023-03-07,2023,3,Q1,Aspirina 500mg,Analgesico,Tableta,LOTE-42118,2025-04-10,Umbrella Pharma S.A.,Lanshiang,Asia,Hospital Público,Débito,Entregado,483,2.5,1207.5,0.0,0.0,1207.5,229.42,1436.92
TRX-001997,2023-03-08,2023,3,Q1,Adravil 200mg,Antiinflamatorio,Capsula,LOTE-92838,2024-09-15,Umbrella Pharma S.A.,Raccoon City,Midwest,Distribuidor,Crédito,Devuelto,108,4.71,508.68,0.1,50.87,457.81,86.98,544.79
TRX-001998,2023-03-08,2023,3,Q1,AntibioMax 500,Antibiotico,Capsula,LOTE-49868,2024-10-03,WilPharma Corp,Tall Oaks,East,Farmacia Minorista,Cheque,Entregado,188,12.77,2400.76,0.0,0.0,2400.76,456.14,2856.9
TRX-001999,2023-03-08,2023,3,Q1,Neurovita Complex,Suplemento,Ampolla,LOTE-64115,2025-01-15,Tricell Biomedical,Harvardville,East,Distribuidor,Efectivo,Entregado,301,17.11,5150.11,0.0,0.0,5150.11,978.52,6128.63
TRX-002000,2023-03-08,2023,3,Q1,CalmEase 10mg,Sedante,Tableta,LOTE-80817,2024-04-09,Spencer Labs,Raccoon City,Midwest,Distribuidor,Cheque,Entregado,98,9.09,890.82,0.15,133.62,757.2,143.87,901.07
TRX-002001,2023-03-08,2023,3,Q1,Adravil 200mg,Antiinflamatorio,Capsula,LOTE-89395,2026-02-13,BioHazard Supplies,Edonia,Europe,Clínica Privada,Cheque,Cancelado,131,4.44,581.64,0.05,29.08,552.56,104.99,657.55
TRX-002002,2023-03-08,2023,3,Q1,NecroCide Gel,Topico,Gel,LOTE-31711,2026-01-15,Paraguas Distribuciones,Mixcoatl,South,Online,Crédito,En tránsito,293,10.64,3117.52,0.0,0.0,3117.52,592.33,3709.85
TRX-002003,2023-03-08,2023,3,Q1,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-72072,2024-09-11,WilPharma Corp,Tall Oaks,East,Online,Efectivo,Entregado,171,115.46,19743.66,0.1,1974.37,17769.29,3376.17,21145.46
TRX-002004,2023-03-09,2023,3,Q1,Hemostabil,Coagulante,Inyectable,LOTE-17189,2026-01-09,Tricell Biomedical,Tall Oaks,East,Farmacia Minorista,Efectivo,Entregado,424,51.1,21666.4,0.05,1083.32,20583.08,3910.79,24493.87
TRX-002005,2023-03-09,2023,3,Q1,NecroCide Gel,Topico,Gel,LOTE-99394,2025-12-01,Paraguas Distribuciones,Harvardville,East,Farmacia Minorista,Débito,Entregado,474,10.72,5081.28,0.05,254.06,4827.22,917.17,5744.39
TRX-002006,2023-03-09,2023,3,Q1,CalmEase 10mg,Sedante,Tableta,LOTE-45452,2024-10-10,Spencer Labs,Arklay County,Midwest,Online,Débito,Entregado,183,9.3,1701.9,0.0,0.0,1701.9,323.36,2025.26
TRX-002007,2023-03-09,2023,3,Q1,NecroCide Gel,Topico,Gel,LOTE-71279,2025-07-21,Civivan Laboratories,Mixcoatl,South,Hospital Público,Cheque,Devuelto,471,10.98,5171.58,0.0,0.0,5171.58,982.6,6154.18
TRX-002008,2023-03-09,2023,3,Q1,Betaferon Plus,Inmunomodulador,Capsula,LOTE-33178,2025-09-01,Umbrella Pharma S.A.,Lanshiang,Asia,Clínica Privada,Crédito,Cancelado,364,29.91,10887.24,0.05,544.36,10342.88,1965.15,12308.03
TRX-002009,2023-03-09,2023,3,Q1,ThermoShield,Antipiretico,Jarabe,LOTE-35223,2024-06-23,Umbrella Pharma S.A.,Tall Oaks,East,Online,Transferencia,Entregado,39,6.77,264.03,0.05,13.2,250.83,47.66,298.49
TRX-002010,2023-03-10,2023,3,Q1,Neurovita Complex,Suplemento,Ampolla,LOTE-98076,2024-11-18,Farmacéutica Arklay,Terragrigia,South,Clínica Privada,Cheque,Entregado,15,15.54,233.1,0.0,0.0,233.1,44.29,277.39
TRX-002011,2023-03-10,2023,3,Q1,OsseoFlex,Oseo,Tableta,LOTE-99120,2024-08-11,Umbrella Pharma S.A.,Sheena Island,Pacific,Clínica Privada,Débito,En tránsito,376,20.59,7741.84,0.15,1161.28,6580.56,1250.31,7830.87
TRX-002012,2023-03-10,2023,3,Q1,OsseoFlex,Oseo,Tableta,LOTE-41583,2025-04-29,Tricell Biomedical,Tall Oaks,East,Online,Débito,Devuelto,497,17.86,8876.42,0.1,887.64,7988.78,1517.87,9506.65
TRX-002013,2023-03-10,2023,3,Q1,CalmEase 10mg,Sedante,Tableta,LOTE-43202,2025-07-03,Umbrella Pharma S.A.,Mixcoatl,South,Farmacia Minorista,Débito,Entregado,4,8.41,33.64,0.05,1.68,31.96,6.07,38.03
TRX-002014,2023-03-10,2023,3,Q1,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-93628,2024-08-18,Farmacéutica Arklay,Raccoon City,Midwest,Hospital Público,Débito,Entregado,349,118.32,41293.68,0.05,2064.68,39229.0,7453.51,46682.51
TRX-002015,2023-03-10,2023,3,Q1,ThermoShield,Antipiretico,Jarabe,LOTE-42952,2025-06-14,Tricell Biomedical,Lanshiang,Asia,Farmacia Minorista,Débito,Entregado,470,7.73,3633.1,0.0,0.0,3633.1,690.29,4323.39
TRX-002016,2023-03-10,2023,3,Q1,Adravil 200mg,Antiinflamatorio,Capsula,LOTE-66416,2024-11-17,Farmacéutica Arklay,Arklay County,Midwest,Online,Transferencia,Entregado,409,4.24,1734.16,0.0,0.0,1734.16,329.49,2063.65
TRX-002017,2023-03-10,2023,3,Q1,Hemostabil,Coagulante,Inyectable,LOTE-64550,2024-11-13,Spencer Labs,Terragrigia,South,Online,Transferencia,Entregado,397,50.4,20008.8,0.0,0.0,20008.8,3801.67,23810.47
TRX-002018,2023-03-11,2023,3,Q1,ViraCure X,Antiviral,Tableta,LOTE-62134,2024-08-15,BioHazard Supplies,Mixcoatl,South,Online,Débito,Entregado,210,22.58,4741.8,0.1,474.18,4267.62,810.85,5078.47
TRX-002019,2023-03-11,2023,3,Q1,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-23809,2025-05-03,Farmacéutica Arklay,Edonia,Europe,Online,Crédito,Cancelado,161,123.23,19840.03,0.1,1984.0,17856.03,3392.65,21248.68
TRX-002020,2023-03-12,2023,3,Q1,NecroCide Gel,Topico,Gel,LOTE-16025,2024-07-17,WilPharma Corp,Raccoon City,Midwest,Hospital Público,Efectivo,En tránsito,16,10.28,164.48,0.0,0.0,164.48,31.25,195.73
TRX-002021,2023-03-12,2023,3,Q1,Aspirina 500mg,Analgesico,Tableta,LOTE-56325,2025-06-13,WilPharma Corp,Arklay County,Midwest,Farmacia Minorista,Crédito,Entregado,493,2.86,1409.98,0.0,0.0,1409.98,267.9,1677.88
TRX-002022,2023-03-12,2023,3,Q1,ThermoShield,Antipiretico,Jarabe,LOTE-23124,2025-06-11,GenTech Medical,Sheena Island,Pacific,Clínica Privada,Crédito,Entregado,426,7.22,3075.72,0.05,153.79,2921.93,555.17,3477.1
TRX-002023,2023-03-13,2023,3,Q1,Neurovita Complex,Suplemento,Ampolla,LOTE-49093,2025-05-25,Tricell Biomedical,Harvardville,East,Distribuidor,Cheque,Cancelado,108,13.78,1488.24,0.1,148.82,1339.42,254.49,1593.91
TRX-002024,2023-03-13,2023,3,Q1,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-88577,2025-06-04,WilPharma Corp,Sheena Island,Pacific,Clínica Privada,Débito,En tránsito,382,7.25,2769.5,0.1,276.95,2492.55,473.58,2966.13
TRX-002025,2023-03-13,2023,3,Q1,NecroCide Gel,Topico,Gel,LOTE-60637,2025-01-04,Spencer Labs,Harvardville,East,Online,Efectivo,En tránsito,450,11.54,5193.0,0.15,778.95,4414.05,838.67,5252.72
TRX-002026,2023-03-13,2023,3,Q1,Aspirina 500mg,Analgesico,Tableta,LOTE-21394,2025-05-30,WilPharma Corp,Harvardville,East,Online,Transferencia,Entregado,311,2.51,780.61,0.15,117.09,663.52,126.07,789.59
TRX-002027,2023-03-14,2023,3,Q1,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-81676,2025-12-02,BioHazard Supplies,Lanshiang,Asia,Hospital Público,Débito,Entregado,227,6.84,1552.68,0.05,77.63,1475.05,280.26,1755.31
TRX-002028,2023-03-14,2023,3,Q1,Hemostabil,Coagulante,Inyectable,LOTE-16317,2025-02-19,GenTech Medical,Sheena Island,Pacific,Online,Efectivo,Entregado,170,49.33,8386.1,0.05,419.31,7966.79,1513.69,9480.48
TRX-002029,2023-03-14,2023,3,Q1,CalmEase 10mg,Sedante,Tableta,LOTE-59601,2025-08-13,Tricell Biomedical,Lanshiang,Asia,Online,Transferencia,Cancelado,34,8.07,274.38,0.15,41.16,233.22,44.31,277.53
TRX-002030,2023-03-15,2023,3,Q1,CellRegen,Regenerador,Ampolla,LOTE-77266,2025-08-16,Civivan Laboratories,Mixcoatl,South,Distribuidor,Efectivo,Cancelado,414,104.98,43461.72,0.0,0.0,43461.72,8257.73,51719.45
TRX-002031,2023-03-15,2023,3,Q1,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-61885,2024-07-18,Civivan Laboratories,Sheena Island,Pacific,Clínica Privada,Efectivo,En tránsito,251,127.46,31992.46,0.0,0.0,31992.46,6078.57,38071.03
TRX-002032,2023-03-15,2023,3,Q1,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-32125,2025-10-29,Paraguas Distribuciones,Terragrigia,South,Farmacia Minorista,Efectivo,En tránsito,247,6.83,1687.01,0.05,84.35,1602.66,304.51,1907.17
TRX-002033,2023-03-15,2023,3,Q1,Hemostabil,Coagulante,Inyectable,LOTE-75818,2025-12-23,GenTech Medical,Arklay County,Midwest,Online,Crédito,Entregado,269,45.65,12279.85,0.0,0.0,12279.85,2333.17,14613.02
TRX-002034,2023-03-15,2023,3,Q1,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-81945,2025-01-07,GenTech Medical,Harvardville,East,Clínica Privada,Cheque,Entregado,141,6.56,924.96,0.05,46.25,878.71,166.95,1045.66
TRX-002035,2023-03-15,2023,3,Q1,Aspirina 500mg,Analgesico,Tableta,LOTE-60608,2025-04-12,Farmacéutica Arklay,Harvardville,East,Distribuidor,Débito,Entregado,274,2.72,745.28,0.0,0.0,745.28,141.6,886.88
TRX-002036,2023-03-16,2023,3,Q1,Neurovita Complex,Suplemento,Ampolla,LOTE-78151,2025-09-16,Spencer Labs,Tall Oaks,East,Hospital Público,Débito,Devuelto,416,15.42,6414.72,0.05,320.74,6093.98,1157.86,7251.84
TRX-002037,2023-03-16,2023,3,Q1,Hemostabil,Coagulante,Inyectable,LOTE-78390,2025-06-15,GenTech Medical,Tall Oaks,East,Farmacia Minorista,Crédito,Entregado,96,44.11,4234.56,0.15,635.18,3599.38,683.88,4283.26
TRX-002038,2023-03-16,2023,3,Q1,Betaferon Plus,Inmunomodulador,Capsula,LOTE-71718,2025-12-30,Paraguas Distribuciones,Arklay County,Midwest,Hospital Público,Débito,Devuelto,227,33.57,7620.39,0.05,381.02,7239.37,1375.48,8614.85
TRX-002039,2023-03-16,2023,3,Q1,OsseoFlex,Oseo,Tableta,LOTE-90750,2026-03-08,Tricell Biomedical,Arklay County,Midwest,Distribuidor,Crédito,Cancelado,379,20.68,7837.72,0.15,1175.66,6662.06,1265.79,7927.85
TRX-002040,2023-03-16,2023,3,Q1,CellRegen,Regenerador,Ampolla,LOTE-32204,2025-06-26,Farmacéutica Arklay,Sheena Island,Pacific,Clínica Privada,Crédito,Entregado,39,95.84,3737.76,0.0,0.0,3737.76,710.17,4447.93
TRX-002041,2023-03-17,2023,3,Q1,Hemostabil,Coagulante,Inyectable,LOTE-45630,2025-01-11,Farmacéutica Arklay,Arklay County,Midwest,Farmacia Minorista,Transferencia,Entregado,302,50.86,15359.72,0.0,0.0,15359.72,2918.35,18278.07
TRX-002042,2023-03-17,2023,3,Q1,Aspirina 500mg,Analgesico,Tableta,LOTE-42844,2025-11-03,Tricell Biomedical,Raccoon City,Midwest,Farmacia Minorista,Transferencia,En tránsito,29,2.47,71.63,0.0,0.0,71.63,13.61,85.24
TRX-002043,2023-03-17,2023,3,Q1,Neurovita Complex,Suplemento,Ampolla,LOTE-89176,2026-02-16,Spencer Labs,Mixcoatl,South,Farmacia Minorista,Crédito,En tránsito,446,13.71,6114.66,0.0,0.0,6114.66,1161.79,7276.45
TRX-002044,2023-03-17,2023,3,Q1,Neurovita Complex,Suplemento,Ampolla,LOTE-43399,2024-08-17,Civivan Laboratories,Arklay County,Midwest,Hospital Público,Cheque,Devuelto,497,14.27,7092.19,0.0,0.0,7092.19,1347.52,8439.71
TRX-002045,2023-03-17,2023,3,Q1,ViraCure X,Antiviral,Tableta,LOTE-12491,2025-10-25,Paraguas Distribuciones,Harvardville,East,Farmacia Minorista,Crédito,Devuelto,477,22.1,10541.7,0.05,527.08,10014.62,1902.78,11917.4
TRX-002046,2023-03-18,2023,3,Q1,OsseoFlex,Oseo,Tableta,LOTE-42218,2025-01-07,Paraguas Distribuciones,Sheena Island,Pacific,Clínica Privada,Cheque,En tránsito,318,17.19,5466.42,0.0,0.0,5466.42,1038.62,6505.04
TRX-002047,2023-03-18,2023,3,Q1,CellRegen,Regenerador,Ampolla,LOTE-99152,2024-12-16,Tricell Biomedical,Arklay County,Midwest,Distribuidor,Transferencia,Devuelto,245,85.51,20949.95,0.0,0.0,20949.95,3980.49,24930.44
TRX-002048,2023-03-18,2023,3,Q1,Adravil 200mg,Antiinflamatorio,Capsula,LOTE-95198,2025-11-28,Tricell Biomedical,Edonia,Europe,Distribuidor,Cheque,Entregado,236,4.74,1118.64,0.0,0.0,1118.64,212.54,1331.18
TRX-002049,2023-03-18,2023,3,Q1,ViraCure X,Antiviral,Tableta,LOTE-98583,2025-12-02,GenTech Medical,Terragrigia,South,Farmacia Minorista,Crédito,Entregado,185,24.44,4521.4,0.15,678.21,3843.19,730.21,4573.4
TRX-002050,2023-03-18,2023,3,Q1,Aspirina 1000mg,Analgesico,Tableta,LOTE-91618,2024-10-01,Umbrella Pharma S.A.,Arklay County,Midwest,Online,Débito,Devuelto,272,4.34,1180.48,0.0,0.0,1180.48,224.29,1404.77
TRX-002051,2023-03-19,2023,3,Q1,AntibioMax 500,Antibiotico,Capsula,LOTE-57215,2024-05-31,Paraguas Distribuciones,Tall Oaks,East,Online,Efectivo,Cancelado,440,13.19,5803.6,0.0,0.0,5803.6,1102.68,6906.28
TRX-002052,2023-03-19,2023,3,Q1,OsseoFlex,Oseo,Tableta,LOTE-20929,2024-10-10,Umbrella Pharma S.A.,Tall Oaks,East,Clínica Privada,Transferencia,Cancelado,236,16.74,3950.64,0.0,0.0,3950.64,750.62,4701.26
