"ID_Reporte","Fecha_Emision","Fecha_Auditoria_Forense","Investigador_Responsable","Comite_Aprobador","Ensayo_Asociado","Sede","ID_Sujeto_Principal","Num_Sujetos_Declarados","Num_Sujetos_Real","Tasa_Exito_Declarada_Pct","Tasa_Exito_Real_Pct","Muertes_Reportadas","Muertes_Reales_Estimadas","Tipo_Alteracion_Principal","Num_Alteraciones_Detectadas","Clasificacion_Documento","Nivel_Riesgo_Fraude","Score_Fraude_0_100","Estado_Auditoria","Auditado_Por","Observaciones"
"RBF-02739","2015-05-18","2017-04-19","Dra. Singh, A.","Panel de Cumplimiento Viral","Protocolo Umbrella-X","Arklay Mountain Lab","SUJ-5326","80","87","76.03","28.7","0","9","Omisión de efectos adversos","17","RESTRINGIDO","Alto","19.4","Fraude confirmado","AUD-330","Testigo externo reporta irregularidades."
"RBF-02740","2013-05-14","2014-02-22","Dr. Marcus, J.","Panel Clínico Raccoon City","Ensayo Mutación Hunter","Satellite Lab B-17","SUJ-3189","3","13","81.26","55.72","2","8","Manipulación de dosis registrada","14","RESTRINGIDO","Bajo","75.4","Pendiente","AUD-167","Hash de documento no coincide con archivo original."
"RBF-02741","2012-07-14","2014-03-19","Dra. Reyes, P.","Panel Clínico Raccoon City","Ensayo T-002","Centro de Investigación Kijuju","SUJ-7690","3","21","90.12","74.96","1","12","Manipulación de estadística de éxito","5","USO INTERNO","Alto","94.5","Archivado","AUD-813","Hash de documento no coincide con archivo original."
"RBF-02742","2014-09-03","2016-07-04","Dr. Torres, C.","Comité de Revisión Umbrella Corp.","Fase Miranda-Prime","Arklay Mountain Lab","SUJ-5831","27","33","86.56","51.74","1","6","Falsificación de aprobación ética","12","RESTRINGIDO","Medio","19.1","Archivado","AUD-550","Sujeto registrado fallecido antes del ensayo."
"RBF-02743","2016-09-15","2017-04-16","Dr. Dubois, L.","Comité Ético NEST-Arklay","Fase Miranda-Prime","Raccoon City Hospital","SUJ-6318","40","48","82.05","63.04","3","7","Alteración de fechas de aplicación","16","CONFIDENCIAL","Medio","64.8","Fraude confirmado","AUD-179","Consentimiento firmado bajo coerción."
"RBF-02744","2019-03-02","2020-10-23","Dr. Dubois, L.","Junta Regulatoria Nemesis Div.","Proyecto Némesis","Raccoon City Hospital","SUJ-1938","33","36","82.93","37.75","3","6","Falsificación de grupo de control","6","ULTRA SECRETO","Crítico","36.9","En revisión","AUD-719","Protocolo no seguido, datos fabricados."
"RBF-02745","2020-11-25","2022-07-19","Dr. Marcus, J.","Comité Internacional de Bioética","Ensayo Mold-E-Variant","Satellite Lab B-17","SUJ-1170","1","4","86.61","60.57","0","1","Omisión de muerte no reportada","9","RESTRINGIDO","Crítico","67.8","Pendiente","AUD-789","Muestra biológica alterada post-análisis."
"RBF-02746","2018-12-26","2020-03-25","Dr. Chen, W.","Comité Ético NEST-Arklay","Estudio Megamycete","Arklay Mountain Lab","SUJ-6824","8","8","72.15","39.4","0","8","Omisión de muerte no reportada","16","USO INTERNO","Medio","76.2","Escalado a fiscal","AUD-747","Resultados estadísticos inconsistentes."
"RBF-02747","2017-02-15","2017-07-03","Dr. Marcus, J.","Comité de Revisión Externe BSAA","Proyecto Némesis","Facility Salazar","SUJ-4592","32","37","74.04","55.56","1","7","Supresión de reacción alérgica severa","4","RESTRINGIDO","Alto","70.7","Archivado","AUD-166","Protocolo no seguido, datos fabricados."
"RBF-02748","2012-09-14","2014-07-29","Dr. Wesker, A.","Comité de Revisión Umbrella Corp.","Fase Miranda-Prime","Mobile Unit Delta","SUJ-5582","48","50","94.91","68.44","1","7","Manipulación de dosis registrada","6","ULTRA SECRETO","Medio","39.8","Pendiente","AUD-489","Resultados estadísticos inconsistentes."
"RBF-02749","2013-03-30","2014-12-10","Dra. Petrova, I.","Junta de Supervisión STARS","Ensayo RE-Cadou","Satellite Lab B-17","SUJ-3895","4","6","74.02","27.76","1","4","Manipulación de dosis registrada","1","ULTRA SECRETO","Bajo","35.3","Fraude confirmado","AUD-335","Datos duplicados de ensayo anterior."
"RBF-02750","2021-05-20","2022-06-20","Dr. Birkin, W.","Comité de Revisión Umbrella Corp.","Estudio Megamycete","Lab Urbano RC-04","SUJ-5194","70","70","90.38","69.32","1","5","Datos de control fabricados","8","USO INTERNO","Medio","25.8","En revisión","AUD-925","Muestra biológica alterada post-análisis."
"RBF-02751","2022-02-24","2024-02-14","Dr. Birkin, W.","Comité de Revisión Umbrella Corp.","Proyecto Némesis","Satellite Lab B-17","SUJ-1256","19","25","95.92","55.03","4","9","Modificación de resultado post-mortem","6","ULTRA SECRETO","Medio","72.1","Escalado a fiscal","AUD-300","Firmas no coinciden con fecha declarada."
"RBF-02752","2017-08-09","2018-12-21","Dr. Wesker, A.","Comité de Revisión Umbrella Corp.","Prueba NE-α","Lab Urbano RC-04","SUJ-9804","32","40","79.04","27.34","0","11","Supresión de reacción alérgica severa","3","USO INTERNO","Alto","25.6","En revisión","AUD-877","Testigo externo reporta irregularidades."
"RBF-02753","2018-09-10","2020-08-21","Dr. Wesker, A.","Junta Regulatoria Nemesis Div.","Proyecto Némesis","Facility Salazar","SUJ-2743","9","11","81.63","39.44","0","10","Fabricación de consentimiento informado","14","CONFIDENCIAL","Crítico","39.1","Pendiente","AUD-456","Firmas no coinciden con fecha declarada."
"RBF-02754","2018-01-04","2019-04-16","Dra. Spencer, A.","Panel de Cumplimiento Viral","Protocolo G-Virus","Laboratorio Remoto Dulvey","SUJ-7258","12","26","86.79","39.35","1","12","Manipulación de estadística de éxito","2","USO INTERNO","Bajo","46.9","Archivado","AUD-367","Muestra biológica alterada post-análisis."
"RBF-02755","2012-03-08","2012-07-22","Dr. Chen, W.","Comité de Ética Médica T-Sector","Fase Gamma-Licker","Mobile Unit Delta","SUJ-5216","11","13","94.92","75.56","2","3","Falsificación de aprobación ética","16","RESTRINGIDO","Medio","61.4","Archivado","AUD-556","Firmas no coinciden con fecha declarada."
"RBF-02756","2019-02-01","2019-08-20","Dra. Reed, L.","Comité de Revisión Umbrella Corp.","Ensayo RE-Cadou","Arklay Mountain Lab","SUJ-4377","46","56","96.49","71.46","1","4","Fabricación de consentimiento informado","13","USO INTERNO","Medio","46.1","En revisión","AUD-743","Aprobación ética emitida retroactivamente."
"RBF-02757","2017-10-11","2018-05-13","Dra. Cortez, M.","Comité de Revisión Externe BSAA","Protocolo Umbrella-X","Laboratorio Remoto Dulvey","SUJ-8244","16","33","91.23","40.45","3","6","Fabricación de consentimiento informado","16","CONFIDENCIAL","Medio","39.5","En revisión","AUD-187","Firmas no coinciden con fecha declarada."
"RBF-02758","2018-06-13","2020-01-27","Dr. Birkin, W.","Comité Ético NEST-Arklay","Investigación Las Plagas Fase III","Arklay Mountain Lab","SUJ-4614","1","3","74.25","30.65","2","13","Omisión de efectos adversos","11","USO INTERNO","Bajo","36.1","En revisión","AUD-818","Sujeto registrado fallecido antes del ensayo."
"RBF-02759","2014-09-17","2015-12-02","Dra. Vega, N.","Panel Bioético Sector B","Fase Gamma-Licker","Satellite Lab B-17","SUJ-6312","63","82","89.4","48.82","3","6","Reemplazo de sujeto de prueba","11","RESTRINGIDO","Crítico","32.3","Fraude confirmado","AUD-467","Sujeto registrado fallecido antes del ensayo."
"RBF-02760","2020-01-22","2021-07-21","Dra. Vega, N.","Panel Clínico Raccoon City","Fase Gamma-Licker","NEST Underground","SUJ-5403","21","27","82.67","41.12","2","8","Falsificación de grupo de control","16","RESTRINGIDO","Crítico","82","Archivado","AUD-992","Muestra biológica alterada post-análisis."
"RBF-02761","2013-08-11","2014-08-21","Dr. Torres, C.","Comité Internacional de Bioética","Estudio Plagas-Las Illuminadas","Centro de Investigación Kijuju","SUJ-4341","30","38","84.24","52.67","3","9","Manipulación de dosis registrada","10","CONFIDENCIAL","Bajo","37.4","Fraude confirmado","AUD-366","Sujeto registrado fallecido antes del ensayo."
"RBF-02762","2015-04-08","2017-03-11","Dr. Birkin, W.","Junta Regulatoria Nemesis Div.","Experimento Wesker","Laboratorio Remoto Dulvey","SUJ-7479","13","29","73.28","56.5","1","7","Manipulación de estadística de éxito","17","USO INTERNO","Alto","21.2","Fraude confirmado","AUD-986","Aprobación ética emitida retroactivamente."
"RBF-02763","2016-10-24","2017-05-03","Dra. Okafor, B.","Comité de Ética Médica T-Sector","Proyecto Excella","Centro de Investigación Kijuju","SUJ-3550","34","42","76.97","30.59","1","7","Reemplazo de sujeto de prueba","12","USO INTERNO","Medio","37.1","Archivado","AUD-316","Hash de documento no coincide con archivo original."
"RBF-02764","2012-01-07","2013-08-05","Dr. Torres, C.","Comité Ético NEST-Arklay","Proyecto Excella","Mobile Unit Delta","SUJ-8308","4","13","92.55","50.4","2","3","Omisión de efectos adversos","5","CONFIDENCIAL","Bajo","73.5","Pendiente","AUD-348","Resultados estadísticos inconsistentes."
"RBF-02765","2018-11-23","2020-08-28","Dr. Birkin, W.","Panel Bioético Sector B","Protocolo G-Virus","Facility Salazar","SUJ-4796","28","40","83.8","49.89","3","7","Manipulación de estadística de éxito","12","RESTRINGIDO","Alto","53.2","Pendiente","AUD-754","Resultados estadísticos inconsistentes."
"RBF-02766","2015-12-16","2017-04-12","Dra. Petrova, I.","Panel Bioético Sector B","Protocolo G-Virus","Facility Salazar","SUJ-8109","59","63","79.84","28.85","4","13","Falsificación de grupo de control","3","RESTRINGIDO","Bajo","76.5","Archivado","AUD-748","Muestra biológica alterada post-análisis."
"RBF-02767","2014-09-12","2015-10-07","Dr. Mendoza, F.","Comité Ético NEST-Arklay","Estudio Uroboros","Satellite Lab B-17","SUJ-7039","27","40","81.98","53.53","2","3","Manipulación de dosis registrada","10","USO INTERNO","Bajo","76.8","Pendiente","AUD-618","Sujeto registrado fallecido antes del ensayo."
"RBF-02768","2018-05-26","2019-05-13","Dra. Novak, H.","Comité de Ética Médica T-Sector","Ensayo RE-Cadou","Spencer Estate Lab","SUJ-3430","69","72","94.21","67.44","2","6","Modificación de resultado post-mortem","16","ULTRA SECRETO","Alto","52.2","Archivado","AUD-270","Muestra biológica alterada post-análisis."
"RBF-02769","2016-09-02","2018-04-18","Dr. Marcus, J.","Comité de Revisión Externe BSAA","Ensayo Mutación Hunter","Arklay Mountain Lab","SUJ-8848","25","38","91.47","41.56","0","11","Modificación de resultado post-mortem","11","ULTRA SECRETO","Bajo","44.8","Pendiente","AUD-431","Datos duplicados de ensayo anterior."
"RBF-02770","2014-02-06","2015-02-03","Dr. Chen, W.","Panel Clínico Raccoon City","Ensayo RE-Cadou","NEST Underground","SUJ-2535","3","13","79.08","32.2","2","7","Modificación de resultado post-mortem","16","CONFIDENCIAL","Medio","73.7","Archivado","AUD-409","Hash de documento no coincide con archivo original."
"RBF-02771","2019-06-14","2020-07-28","Dra. Okafor, B.","Junta de Supervisión STARS","Estudio Uroboros","Facility Salazar","SUJ-9125","68","77","75.06","39.46","4","6","Reemplazo de sujeto de prueba","10","ULTRA SECRETO","Medio","15","Archivado","AUD-210","Testigo externo reporta irregularidades."
"RBF-02772","2019-06-30","2020-09-24","Dr. Mendoza, F.","Panel Clínico Raccoon City","Ensayo RE-Cadou","Mobile Unit Delta","SUJ-3973","25","29","78.55","58.32","1","6","Fabricación de consentimiento informado","15","ULTRA SECRETO","Medio","83.4","En revisión","AUD-596","Aprobación ética emitida retroactivamente."
"RBF-02773","2012-12-16","2014-10-25","Dr. Wesker, A.","Comité Internacional de Bioética","Proyecto Némesis","Mobile Unit Delta","SUJ-8526","20","31","95.94","72.34","3","7","Supresión de muestra contaminada","3","RESTRINGIDO","Crítico","35.7","Archivado","AUD-920","Sujeto registrado fallecido antes del ensayo."
"RBF-02774","2017-11-14","2019-02-27","Dra. Novak, H.","Comité de Revisión Umbrella Corp.","Estudio Uroboros","Facility Salazar","SUJ-4031","34","48","87.12","45.87","0","3","Datos de control fabricados","10","ULTRA SECRETO","Medio","63.9","Archivado","AUD-520","Aprobación ética emitida retroactivamente."
"RBF-02775","2022-12-06","2023-12-02","Dr. Birkin, W.","Panel Bioético Sector B","Prueba NE-α","Raccoon City Hospital","SUJ-3885","26","38","85.87","55.47","3","12","Alteración de muestra de tejido","12","USO INTERNO","Medio","76.8","Escalado a fiscal","AUD-657","Sujeto registrado fallecido antes del ensayo."
"RBF-02776","2016-01-17","2017-10-31","Dr. Isaacs, S.","Comité Ético NEST-Arklay","Proyecto Excella","Spencer Estate Lab","SUJ-4094","5","12","87.51","39.05","1","9","Falsificación de grupo de control","9","CONFIDENCIAL","Alto","73.4","Escalado a fiscal","AUD-685","Testigo externo reporta irregularidades."
"RBF-02777","2012-10-04","2013-07-07","Dr. Yamamoto, K.","Comité de Revisión Umbrella Corp.","Investigación Las Plagas Fase III","Centro de Investigación Kijuju","SUJ-9036","61","64","81.52","28.52","2","12","Manipulación de estadística de éxito","1","RESTRINGIDO","Bajo","39.6","Escalado a fiscal","AUD-244","Resultados estadísticos inconsistentes."
"RBF-02778","2022-09-10","2024-05-08","Dra. Reed, L.","Panel Bioético Sector B","Prueba NE-α","Centro de Investigación Kijuju","SUJ-3955","9","21","92.98","45.75","4","11","Falsificación de grupo de control","13","RESTRINGIDO","Medio","25.8","En revisión","AUD-805","Consentimiento firmado bajo coerción."
"RBF-02779","2017-11-24","2019-07-05","Dra. Spencer, A.","Panel Bioético Sector B","Protocolo G-Virus","Lab Urbano RC-04","SUJ-5621","50","64","85.61","55.51","0","11","Omisión de muerte no reportada","7","RESTRINGIDO","Crítico","32.6","Pendiente","AUD-790","Muestra biológica alterada post-análisis."
"RBF-02780","2018-02-06","2018-10-13","Dr. Salazar, R.","Junta Regulatoria Nemesis Div.","Protocolo G-Virus","Centro de Investigación Kijuju","SUJ-1344","6","14","75.04","28.49","4","10","Alteración de fechas de aplicación","7","CONFIDENCIAL","Crítico","93.8","Fraude confirmado","AUD-250","Consentimiento firmado bajo coerción."
"RBF-02781","2017-09-09","2018-10-28","Dra. Cortez, M.","Panel Clínico Raccoon City","Proyecto Excella","Centro de Investigación Kijuju","SUJ-6081","83","88","75.36","46.3","4","14","Alteración de muestra de tejido","6","USO INTERNO","Bajo","39.4","Pendiente","AUD-133","Sujeto registrado fallecido antes del ensayo."
"RBF-02782","2020-10-26","2022-06-11","Dra. Cortez, M.","Comité de Revisión Externe BSAA","Proyecto Némesis","Centro de Investigación Kijuju","SUJ-3669","60","77","85.96","64.28","4","4","Manipulación de estadística de éxito","12","ULTRA SECRETO","Bajo","20.3","Escalado a fiscal","AUD-507","Sujeto registrado fallecido antes del ensayo."
"RBF-02783","2017-09-10","2018-06-27","Dr. Marcus, J.","Panel Clínico Raccoon City","Protocolo Umbrella-X","Lab Urbano RC-04","SUJ-3911","44","52","96.35","80.01","4","12","Falsificación de aprobación ética","4","ULTRA SECRETO","Crítico","77.6","Pendiente","AUD-652","Datos duplicados de ensayo anterior."
"RBF-02784","2018-03-19","2019-04-21","Dra. Novak, H.","Comité Ético NEST-Arklay","Protocolo Eveline","Facility Salazar","SUJ-7458","11","16","80.02","49.59","1","9","Fabricación de consentimiento informado","10","USO INTERNO","Crítico","53.3","Pendiente","AUD-236","Aprobación ética emitida retroactivamente."
"RBF-02785","2012-03-24","2013-07-30","Dr. Ashford, E.","Comité Ético NEST-Arklay","Prueba NE-α","Mobile Unit Delta","SUJ-4077","66","72","94.61","43.47","4","9","Fabricación de consentimiento informado","2","ULTRA SECRETO","Alto","12.6","Pendiente","AUD-683","Sujeto registrado fallecido antes del ensayo."
"RBF-02786","2016-05-18","2017-09-18","Dr. Marcus, J.","Panel Bioético Sector B","Experimento Wesker","Facility Salazar","SUJ-2137","47","58","91.87","67.31","4","10","Falsificación de aprobación ética","4","CONFIDENCIAL","Crítico","55.1","Archivado","AUD-760","Datos duplicados de ensayo anterior."
"RBF-02787","2021-10-17","2022-12-27","Dra. Cortez, M.","Comité de Ética Médica T-Sector","Ensayo T-002","Laboratorio Remoto Dulvey","SUJ-3351","73","76","78.44","55.18","1","3","Omisión de muerte no reportada","15","CONFIDENCIAL","Bajo","43.3","En revisión","AUD-706","Sujeto registrado fallecido antes del ensayo."
"RBF-02788","2017-04-09","2017-05-09","Dra. Petrova, I.","Comité Ético NEST-Arklay","Estudio Uroboros","Laboratorio Remoto Dulvey","SUJ-2180","3","13","72.94","19.15","3","7","Omisión de efectos adversos","6","RESTRINGIDO","Alto","40.8","Escalado a fiscal","AUD-843","Muestra biológica alterada post-análisis."
"RBF-02789","2012-06-27","2012-08-31","Dr. Marcus, J.","Comité de Revisión Umbrella Corp.","Investigación Las Plagas Fase III","Spencer Estate Lab","SUJ-7986","76","78","74.65","58.65","1","7","Reemplazo de sujeto de prueba","1","USO INTERNO","Crítico","45.8","Pendiente","AUD-360","Consentimiento firmado bajo coerción."
"RBF-02790","2019-02-16","2020-01-03","Dr. Marcus, J.","Panel Clínico Raccoon City","Estudio Megamycete","NEST Underground","SUJ-5018","30","36","90.94","44.51","2","2","Falsificación de firma de consentimiento","8","ULTRA SECRETO","Crítico","33.8","Escalado a fiscal","AUD-449","Consentimiento firmado bajo coerción."
"RBF-02791","2016-05-03","2018-02-02","Dra. Cortez, M.","Comité de Revisión Umbrella Corp.","Ensayo T-002","Spencer Estate Lab","SUJ-8455","21","22","77.19","49.34","1","12","Falsificación de firma de consentimiento","13","USO INTERNO","Alto","21.2","Fraude confirmado","AUD-891","Resultados estadísticos inconsistentes."
"RBF-02792","2016-03-09","2016-04-24","Dra. Cortez, M.","Panel Clínico Raccoon City","Estudio Megamycete","Facility Salazar","SUJ-7594","28","37","81.65","65.15","3","3","Supresión de muestra contaminada","16","CONFIDENCIAL","Medio","46.1","Archivado","AUD-664","Aprobación ética emitida retroactivamente."
"RBF-02793","2014-11-04","2016-05-17","Dr. Wesker, A.","Junta de Supervisión STARS","Estudio Megamycete","Arklay Mountain Lab","SUJ-2642","62","64","85.04","33.33","2","6","Falsificación de aprobación ética","1","USO INTERNO","Crítico","61.8","Escalado a fiscal","AUD-804","Protocolo no seguido, datos fabricados."
"RBF-02794","2020-05-19","2020-11-03","Dr. Wesker, A.","Panel Bioético Sector B","Ensayo Mutación Hunter","Facility Salazar","SUJ-9630","33","49","90.86","70.27","2","10","Datos de control fabricados","2","CONFIDENCIAL","Medio","69.7","Escalado a fiscal","AUD-142","Muestra biológica alterada post-análisis."
"RBF-02795","2012-03-07","2013-02-09","Dr. Chen, W.","Panel Clínico Raccoon City","Fase C-Virus Alpha","Raccoon City Hospital","SUJ-3249","35","45","74.94","37.87","0","6","Datos de control fabricados","14","RESTRINGIDO","Alto","76.6","Pendiente","AUD-277","Resultados estadísticos inconsistentes."
"RBF-02796","2016-01-02","2016-02-07","Dr. Torres, C.","Comité de Revisión Externe BSAA","Ensayo Mutación Hunter","Raccoon City Hospital","SUJ-1193","52","52","82.57","56.61","4","4","Supresión de reacción alérgica severa","15","ULTRA SECRETO","Alto","81.4","Pendiente","AUD-624","Firmas no coinciden con fecha declarada."
"RBF-02797","2020-11-03","2021-10-06","Dr. Torres, C.","Comité Internacional de Bioética","Protocolo Umbrella-X","Laboratorio Remoto Dulvey","SUJ-2633","34","35","84.61","67","2","13","Falsificación de firma de consentimiento","2","USO INTERNO","Alto","80.6","Pendiente","AUD-410","Consentimiento firmado bajo coerción."
"RBF-02798","2012-10-03","2013-06-17","Dr. Mendoza, F.","Junta Regulatoria Nemesis Div.","Estudio Megamycete","Arklay Mountain Lab","SUJ-7191","41","53","86.06","69.06","2","6","Modificación de resultado post-mortem","13","RESTRINGIDO","Crítico","50.8","Archivado","AUD-454","Resultados estadísticos inconsistentes."
"RBF-02799","2015-11-13","2016-07-19","Dr. Mendoza, F.","Comité de Revisión Externe BSAA","Proyecto Némesis","NEST Underground","SUJ-7291","51","64","93.28","73.66","3","10","Manipulación de estadística de éxito","11","CONFIDENCIAL","Medio","85.7","Pendiente","AUD-571","Muestra biológica alterada post-análisis."
"RBF-02800","2014-09-14","2015-09-01","Dr. Ashford, E.","Panel Clínico Raccoon City","Ensayo RE-Cadou","NEST Underground","SUJ-1339","47","63","76.46","58.61","2","9","Alteración de muestra de tejido","10","ULTRA SECRETO","Bajo","59.7","Fraude confirmado","AUD-221","Hash de documento no coincide con archivo original."
"RBF-02801","2020-03-21","2020-05-12","Dr. Chen, W.","Comité Ético NEST-Arklay","Experimento Wesker","Spencer Estate Lab","SUJ-2802","82","83","93","47.58","3","14","Supresión de muestra contaminada","2","USO INTERNO","Bajo","42.9","Archivado","AUD-790","Datos duplicados de ensayo anterior."
"RBF-02802","2019-05-15","2020-03-22","Dra. Reyes, P.","Junta Regulatoria Nemesis Div.","Estudio Plagas-Las Illuminadas","Centro de Investigación Kijuju","SUJ-1222","58","74","90.01","55.59","4","5","Omisión de muerte no reportada","17","ULTRA SECRETO","Medio","25.5","Fraude confirmado","AUD-670","Protocolo no seguido, datos fabricados."
"RBF-02803","2019-01-17","2020-09-04","Dra. Petrova, I.","Comité Internacional de Bioética","Fase Gamma-Licker","Facility Salazar","SUJ-1716","75","93","86.45","57.73","0","6","Manipulación de estadística de éxito","3","CONFIDENCIAL","Crítico","30.3","Archivado","AUD-527","Testigo externo reporta irregularidades."
"RBF-02804","2013-02-28","2014-09-04","Dr. Ashford, E.","Comité Ético NEST-Arklay","Protocolo Eveline","Arklay Mountain Lab","SUJ-3165","57","65","90.19","58.46","0","9","Supresión de reacción alérgica severa","4","CONFIDENCIAL","Crítico","44.1","Archivado","AUD-686","Protocolo no seguido, datos fabricados."
"RBF-02805","2020-08-26","2022-04-17","Dra. Okafor, B.","Junta Regulatoria Nemesis Div.","Fase Gamma-Licker","Satellite Lab B-17","SUJ-5068","23","34","82.71","30.55","4","8","Reemplazo de sujeto de prueba","5","RESTRINGIDO","Crítico","47.9","Fraude confirmado","AUD-803","Protocolo no seguido, datos fabricados."
"RBF-02806","2018-07-11","2020-03-16","Dra. Novak, H.","Comité de Revisión Umbrella Corp.","Protocolo Umbrella-X","Lab Urbano RC-04","SUJ-2369","48","63","75.6","24.17","4","12","Supresión de muestra contaminada","2","ULTRA SECRETO","Crítico","75.5","Escalado a fiscal","AUD-202","Testigo externo reporta irregularidades."
"RBF-02807","2020-03-30","2021-12-05","Dr. Birkin, W.","Junta Regulatoria Nemesis Div.","Proyecto Excella","Laboratorio Remoto Dulvey","SUJ-5385","22","25","89.31","45.68","1","3","Supresión de reacción alérgica severa","4","CONFIDENCIAL","Medio","87.8","Fraude confirmado","AUD-874","Testigo externo reporta irregularidades."
"RBF-02808","2020-06-26","2020-12-31","Dr. Marcus, J.","Junta de Supervisión STARS","Fase Gamma-Licker","Satellite Lab B-17","SUJ-3336","17","27","85.64","35.25","2","2","Omisión de muerte no reportada","12","RESTRINGIDO","Bajo","98.1","Archivado","AUD-677","Firmas no coinciden con fecha declarada."
"RBF-02809","2015-09-23","2016-01-27","Dr. Isaacs, S.","Panel Bioético Sector B","Estudio Uroboros","Lab Urbano RC-04","SUJ-1221","69","88","88.62","60.83","2","5","Falsificación de aprobación ética","6","CONFIDENCIAL","Crítico","18.9","Fraude confirmado","AUD-779","Muestra biológica alterada post-análisis."
"RBF-02810","2013-06-30","2013-09-06","Dr. Dubois, L.","Junta Regulatoria Nemesis Div.","Investigación Las Plagas Fase III","NEST Underground","SUJ-1153","11","14","80.79","50.55","2","8","Alteración de fechas de aplicación","15","RESTRINGIDO","Crítico","93.5","Archivado","AUD-759","Muestra biológica alterada post-análisis."
"RBF-02811","2012-06-30","2013-11-13","Dr. Marcus, J.","Comité de Revisión Externe BSAA","Ensayo Mutación Hunter","Laboratorio Remoto Dulvey","SUJ-2742","15","16","95.58","56.03","3","3","Datos de control fabricados","7","RESTRINGIDO","Alto","78.5","Escalado a fiscal","AUD-626","Resultados estadísticos inconsistentes."
"RBF-02812","2015-12-14","2017-01-11","Dr. Isaacs, S.","Panel de Cumplimiento Viral","Ensayo Mold-E-Variant","Laboratorio Remoto Dulvey","SUJ-9886","35","44","87.27","47.32","1","2","Supresión de muestra contaminada","6","CONFIDENCIAL","Alto","31.9","Pendiente","AUD-187","Hash de documento no coincide con archivo original."
"RBF-02813","2018-02-14","2018-08-22","Dra. Cortez, M.","Comité Ético NEST-Arklay","Estudio Megamycete","Arklay Mountain Lab","SUJ-6544","33","41","74.22","39.95","2","6","Supresión de reacción alérgica severa","14","USO INTERNO","Medio","55.8","En revisión","AUD-537","Muestra biológica alterada post-análisis."
"RBF-02814","2015-10-18","2016-04-06","Dr. Dubois, L.","Panel Clínico Raccoon City","Proyecto Excella","Spencer Estate Lab","SUJ-2392","84","100","83.69","52.66","3","11","Manipulación de estadística de éxito","7","RESTRINGIDO","Alto","79.2","En revisión","AUD-861","Aprobación ética emitida retroactivamente."
"RBF-02815","2021-02-14","2021-12-12","Dra. Petrova, I.","Comité de Revisión Externe BSAA","Ensayo Mold-E-Variant","Centro de Investigación Kijuju","SUJ-4314","16","27","91.67","37.22","3","3","Supresión de reacción alérgica severa","6","CONFIDENCIAL","Crítico","33.5","Archivado","AUD-280","Sujeto registrado fallecido antes del ensayo."
"RBF-02816","2019-03-17","2020-04-25","Dr. Ashford, E.","Panel Clínico Raccoon City","Experimento Wesker","Arklay Mountain Lab","SUJ-3281","34","37","92.65","44.81","0","11","Modificación de resultado post-mortem","6","CONFIDENCIAL","Bajo","68.1","Archivado","AUD-478","Datos duplicados de ensayo anterior."
"RBF-02817","2013-12-18","2015-09-05","Dra. Vega, N.","Comité Ético NEST-Arklay","Ensayo Mold-E-Variant","Spencer Estate Lab","SUJ-8871","66","74","84.86","52.46","3","6","Supresión de muestra contaminada","6","USO INTERNO","Alto","17.2","Fraude confirmado","AUD-400","Testigo externo reporta irregularidades."
"RBF-02818","2021-04-24","2022-02-03","Dr. Birkin, W.","Junta de Supervisión STARS","Prueba NE-α","Mobile Unit Delta","SUJ-8279","40","53","95.26","51.17","4","15","Alteración de muestra de tejido","10","ULTRA SECRETO","Alto","30.1","Escalado a fiscal","AUD-711","Consentimiento firmado bajo coerción."
"RBF-02819","2020-09-26","2021-06-21","Dr. Dubois, L.","Comité de Revisión Umbrella Corp.","Investigación Las Plagas Fase III","NEST Underground","SUJ-3672","28","31","78.96","53.18","3","5","Omisión de efectos adversos","4","USO INTERNO","Bajo","81.4","Fraude confirmado","AUD-719","Sujeto registrado fallecido antes del ensayo."
"RBF-02820","2019-09-05","2020-06-23","Dra. Vega, N.","Comité Ético NEST-Arklay","Estudio Uroboros","Satellite Lab B-17","SUJ-6036","47","48","82.68","63.67","4","8","Reemplazo de sujeto de prueba","10","RESTRINGIDO","Crítico","35.6","Archivado","AUD-300","Aprobación ética emitida retroactivamente."
"RBF-02821","2017-03-18","2018-02-18","Dr. Chen, W.","Comité Ético NEST-Arklay","Proyecto Excella","Centro de Investigación Kijuju","SUJ-6435","39","56","95.36","66.26","4","8","Reemplazo de sujeto de prueba","1","USO INTERNO","Alto","34.3","Escalado a fiscal","AUD-209","Sujeto registrado fallecido antes del ensayo."
"RBF-02822","2019-10-19","2020-02-20","Dra. Reed, L.","Comité de Ética Médica T-Sector","Ensayo T-002","Laboratorio Remoto Dulvey","SUJ-8846","70","82","95.3","64.18","0","9","Datos de control fabricados","14","RESTRINGIDO","Crítico","84.9","Pendiente","AUD-409","Datos duplicados de ensayo anterior."
"RBF-02823","2017-05-14","2019-01-18","Dr. Mendoza, F.","Comité Internacional de Bioética","Fase C-Virus Alpha","Mobile Unit Delta","SUJ-3531","73","82","89.83","74.17","0","1","Omisión de muerte no reportada","9","RESTRINGIDO","Bajo","32.7","Pendiente","AUD-429","Aprobación ética emitida retroactivamente."
